project,region,sector_code,investment_usd,database,db_data_source,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Agriculture,0.00591,0.97,0.19,0.0473,0.0045,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Construction,0.01033,3.08,0.21,0.0124,0.00496,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Energy_Utilities,0.01916,6.09,0.12,0.036,0.01226,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Health_Social,0.01105,2.07,0.29,0.015,0.00774,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Manufacturing,0.0316,15.91,0.34,0.0706,0.01327,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Mining_Extraction,0.02695,11.54,0.25,0.0708,0.01509,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Transport_Logistics,0.01391,3.12,0.19,0.0114,0.00835,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,7,Water_Waste,0.00763,1.18,0.13,0.089,0.00527,16575.25,706.98,119.908,26.247
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Agriculture,0.00276,0.45,0.09,0.0221,0.0021,16595.75,707.79,120.073,26.281
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Construction,0.00482,1.44,0.1,0.0058,0.00231,16595.75,707.79,120.073,26.281
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Energy_Utilities,0.00894,2.84,0.06,0.0168,0.00572,16595.75,707.79,120.073,26.281
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Health_Social,0.00516,0.96,0.13,0.007,0.00361,16595.75,707.79,120.073,26.281
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Manufacturing,0.01475,7.42,0.16,0.033,0.00619,16595.75,707.79,120.073,26.281
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Mining_Extraction,0.01258,5.39,0.12,0.033,0.00704,16595.75,707.79,120.073,26.281
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Transport_Logistics,0.00649,1.45,0.09,0.0053,0.0039,16595.75,707.79,120.073,26.281
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,8,Water_Waste,0.00356,0.55,0.06,0.0415,0.00246,16595.75,707.79,120.073,26.281
hospitals_P3,Europe,Health_General,75000000.0,exiobase,calibrated_benchmark,0,Agriculture,1.5,187.42,22.44,5.0925,1.14,12616.99,561.87,99.689,41.385
